0,0,1
0,1,2
0,2,3
0,3,4
0,4,5
0,22,325
1,0,6
1,0,18
1,0,28
1,0,35
1,0,46
1,0,49
1,0,53
1,0,61
1,0,79
1,0,120
1,0,148
1,0,164
1,0,174
6,5,7
6,6,8
6,7,9
6,8,10
6,2,11
6,2,12
6,9,13
6,10,14
6,3,15
6,3,16
6,11,17
6,27,319
8,6,46
9,7,46
11,2,28
11,2,35
11,2,46
11,2,79
11,2,120
11,2,148
11,2,164
11,2,174
12,2,28
12,2,46
12,2,79
12,2,120
12,2,148
12,2,164
12,2,174
18,5,19
18,6,20
18,12,21
18,13,22
18,2,23
18,3,24
18,3,25
18,11,26
18,11,27
18,5,319
19,5,28
19,5,164
20,6,79
20,6,164
20,6,174
28,6,29
28,7,30
28,8,31
28,3,32
28,3,33
28,3,34
28,2,313
29,6,53
35,5,36
35,6,37
35,7,38
35,9,39
35,3,40
35,3,41
35,3,42
35,11,43
35,11,44
35,11,45
35,48,313
38,7,120
38,7,148
39,9,46
39,9,120
39,9,164
39,9,174
43,11,49
44,11,120
46,14,47
46,15,48
46,48,306
49,5,50
49,6,51
49,1,52
49,36,306
50,5,61
53,7,54
53,8,55
53,2,56
53,9,57
53,3,58
53,3,59
53,3,60
53,26,298
54,7,79
54,7,164
54,7,174
56,2,148
61,2,62
61,15,63
61,7,64
61,6,65
61,16,66
61,16,67
61,17,68
61,18,69
61,3,70
61,3,71
61,3,72
61,3,73
61,3,74
61,3,75
61,3,76
61,3,77
61,3,78
61,44,298
61,16,272
79,8,80
79,2,81
79,2,82
79,3,83
79,3,84
79,3,85
79,3,86
79,19,87
79,20,88
79,11,89
79,11,90
79,11,91
79,11,92
79,11,93
79,11,94
79,11,95
79,11,96
79,11,97
79,11,98
79,11,99
79,11,100
79,11,101
79,11,102
79,11,103
79,11,104
79,11,105
79,11,106
79,11,107
79,11,108
79,11,109
79,11,110
79,11,111
79,11,112
79,11,113
79,11,114
79,11,115
79,11,116
79,11,117
79,11,118
79,11,119
79,44,290
82,2,120
82,2,148
120,6,121
120,8,122
120,2,123
120,2,124
120,3,125
120,3,126
120,3,127
120,3,128
120,3,129
120,17,130
120,17,131
120,11,132
120,11,133
120,11,134
120,11,135
120,11,136
120,11,137
120,11,138
120,11,139
120,11,140
120,11,141
120,11,142
120,11,143
120,11,144
120,11,145
120,11,146
120,11,147
120,2,290
121,6,148
126,3,164
133,11,164
148,2,149
148,2,150
148,2,151
148,2,152
148,21,153
148,22,154
148,23,155
148,24,156
148,25,157
148,26,158
148,17,159
148,3,160
148,3,161
148,3,162
148,3,163
148,32,286
148,11,265
148,30,268
164,14,165
164,8,166
164,3,167
164,3,168
164,3,169
164,3,170
164,3,171
164,27,172
164,17,173
164,17,174
164,17,175
164,3,176
164,3,177
164,11,178
164,11,179
164,11,180
164,11,181
164,11,182
164,11,183
164,11,184
164,11,185
164,11,186
164,11,187
164,11,188
164,11,189
164,11,190
164,11,191
164,11,192
164,11,193
164,11,194
164,11,195
164,51,286
174,8,196
174,3,197
174,3,198
174,3,199
174,3,200
174,28,201
174,17,202
174,29,203
174,11,204
174,11,205
174,11,206
174,11,207
174,11,208
174,11,209
174,11,210
174,11,211
174,11,212
174,11,213
174,11,214
174,11,215
174,11,216
174,11,217
174,11,218
174,11,219
174,11,220
174,11,221
174,11,222
174,11,223
174,11,224
174,42,279
225,30,226
225,31,227
225,6,279
225,22,258
225,43,261
227,31,228
227,31,233
227,31,235
227,31,242
227,31,244
227,31,249
227,31,252
227,31,253
227,31,256
227,31,258
227,31,261
227,31,265
227,31,268
227,31,272
227,31,275
227,31,277
227,31,279
227,31,282
227,31,284
227,31,286
227,31,288
227,31,289
227,31,290
227,31,293
227,31,298
227,31,300
227,31,303
227,31,306
227,31,308
227,31,311
227,31,313
227,31,315
227,31,316
227,31,319
227,31,321
227,31,323
227,31,325
228,32,229
228,33,230
228,34,231
228,35,232
228,37,272
229,36,233
229,32,244
229,32,252
229,32,284
229,32,288
229,32,289
229,32,303
229,32,315
230,33,239
230,33,252
230,33,261
230,33,300
230,33,306
233,30,234
233,14,272
235,30,236
235,37,237
235,33,238
235,26,261
235,15,253
235,1,256
236,47,268
236,36,293
239,38,240
239,31,241
239,5,261
241,41,252
241,41,256
242,39,243
242,39,253
244,30,245
244,37,246
244,33,247
244,40,248
244,48,253
244,50,249
244,5,252
249,30,250
249,33,251
253,37,254
253,33,255
254,52,298
255,33,275
256,38,257
256,53,313
258,30,259
258,42,260
261,43,262
261,44,263
261,45,264
265,46,266
265,37,267
266,46,289
268,30,269
268,36,270
268,37,271
271,37,277
271,37,282
271,37,286
271,37,288
271,37,289
271,37,295
271,37,311
271,37,313
271,37,315
271,37,321
271,37,323
271,37,325
272,38,273
272,48,274
275,36,276
277,49,278
279,30,280
279,47,281
281,47,319
282,50,283
284,30,285
286,51,287
290,38,291
290,37,292
293,47,294
295,36,296
295,47,297
298,40,299
300,30,301
300,47,302
303,36,304
303,37,305
306,46,307
308,38,309
308,47,310
311,36,312
313,54,314
316,38,317
316,32,318
319,55,320
321,56,322
323,30,324
325,46,326
1,58,321
6,59,321
8,60,316
9,61,316
11,62,311
12,63,311
18,64,306
19,65,306
20,66,300
28,67,300
29,68,295
35,69,295
38,70,290
39,71,290
43,72,284
44,73,284
46,74,281
49,75,281
50,76,277
53,77,277
54,78,272
56,79,272
61,80,268
79,81,268
82,82,265
120,83,265
121,84,258
126,85,258
133,86,255
